FLDATE,QC_modify_Date,ou,FLYPITCODE,Itemdesc,pt,dn,FLYPGRADE,grade_actual,Grade_Type,Department,BM_Line,repack,packingfor,FLYPNETWT
2025-07-25,2025-07-29,6,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,B,B,Firstgrade,KNITTING,KNIT-04,1,Export,34.23
2025-12-19,2025-12-20,6,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,B,B,Firstgrade,KNITTING,KNIT-04,0,Export,113.41
2025-09-30,2025-10-04,6,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A,A,Firstgrade,WEAVING,LOOM-A1,0,Export,390.05
2025-11-19,2025-11-24,5,TX-CAN-40,Heavy Canvas,Canvas,400gsm,C,C,Firstgrade,FINISHING,STEAM-01,0,Export,567.67
2025-07-07,2025-07-08,6,TX-CAN-40,Heavy Canvas,Canvas,400gsm,A,A,Firstgrade,KNITTING,KNIT-04,0,Capt Packing,435.74
2025-09-22,2025-09-23,5,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,B,B,Firstgrade,KNITTING,KNIT-04,0,Domestic,193.65
2025-07-21,2025-07-22,5,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,A,A,Firstgrade,CUTTING,CUT-LINE3,1,Export,120.62
2025-07-04,2025-07-08,5,TX-SIL-60,Mulberry Silk Satin,Satin,60gsm,A,A,Firstgrade,WEAVING,LOOM-A1,1,Domestic,14.64
2025-02-08,2025-02-11,5,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,A1,B,downgrade,WEAVING,LOOM-A1,1,Capt Packing,57.79
2025-10-02,2025-10-07,6,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,B,B,Firstgrade,WEAVING,LOOM-A1,0,Domestic,137.02
2025-04-14,2025-04-19,5,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,A,A,Firstgrade,FINISHING,STEAM-01,0,Export,60.06
2025-10-25,2025-10-29,6,TX-SIL-60,Mulberry Silk Satin,Satin,60gsm,A,D,downgrade,DYEING,DYE-JET2,1,Export,16.6
2026-01-27,2026-01-28,6,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,A1,A1,Firstgrade,FINISHING,STEAM-01,0,Capt Packing,78.37
2025-12-06,2025-12-07,5,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,A,A,Firstgrade,CUTTING,CUT-LINE3,0,Export,178.52
2025-08-14,2025-08-16,5,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,C,D,downgrade,DYEING,DYE-JET2,1,Domestic,156.63
2025-07-19,2025-07-22,5,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,D,A1,Firstgrade,KNITTING,KNIT-04,1,Export,27.49
2025-08-24,2025-08-27,5,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,A,C,downgrade,FINISHING,STEAM-01,1,Export,143.57
2026-02-24,2026-02-26,6,TX-SIL-60,Mulberry Silk Satin,Satin,60gsm,B,D,downgrade,DYEING,DYE-JET2,1,Domestic,21.29
2025-12-08,2025-12-10,6,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A,A,Firstgrade,CUTTING,CUT-LINE3,0,Export,370.32
2025-08-03,2025-08-08,6,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,A,A,Firstgrade,KNITTING,KNIT-04,0,Capt Packing,102.92
2025-08-08,2025-08-12,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,B,B,Firstgrade,WEAVING,LOOM-A1,0,Domestic,281.46
2026-01-18,2026-01-23,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A,A,Firstgrade,WEAVING,LOOM-A1,0,Export,386.2
2025-04-23,2025-04-28,6,TX-LNN-12,Pure Linen Fabric,Linen,120gsm,A,A,Firstgrade,KNITTING,KNIT-04,0,Domestic,28.75
2025-10-09,2025-10-13,5,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,A1,A1,Firstgrade,WEAVING,LOOM-A1,1,Export,111.82
2025-01-31,2025-02-01,6,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,B,B,Firstgrade,WEAVING,LOOM-A1,0,Domestic,142.08
2025-07-21,2025-07-23,5,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,A1,A1,Firstgrade,FINISHING,STEAM-01,1,Domestic,172.7
2026-02-23,2026-02-28,6,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A,A,Firstgrade,KNITTING,KNIT-04,0,Export,561.99
2025-12-25,2025-12-30,6,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,D,D,Firstgrade,DYEING,DYE-JET2,0,Domestic,99.38
2025-12-14,2025-12-19,6,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,B,B,Firstgrade,KNITTING,KNIT-04,0,Export,19.21
2026-01-10,2026-01-12,5,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,A,A,Firstgrade,KNITTING,KNIT-04,0,Export,171.9
2026-03-25,2026-03-30,5,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,A,A,Firstgrade,WEAVING,LOOM-A1,0,Domestic,186.98
2025-07-01,2025-07-05,5,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,D,D,Firstgrade,DYEING,DYE-JET2,0,Export,198.73
2025-06-23,2025-06-25,5,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,A,A,Firstgrade,FINISHING,STEAM-01,0,Domestic,212.86
2026-01-09,2026-01-13,6,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,A1,D,downgrade,KNITTING,KNIT-04,1,Export,112.51
2025-09-19,2025-09-22,6,TX-CAN-40,Heavy Canvas,Canvas,400gsm,A,A,Firstgrade,DYEING,DYE-JET2,0,Export,460.74
2025-09-05,2025-09-09,6,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,A1,A1,Firstgrade,DYEING,DYE-JET2,1,Capt Packing,128.2
2025-06-06,2025-06-08,6,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,A,A,Firstgrade,FINISHING,STEAM-01,0,Capt Packing,14.12
2025-09-24,2025-09-29,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,C,C,Firstgrade,FINISHING,STEAM-01,0,Export,360.46
2025-06-22,2025-06-25,5,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,C,C,Firstgrade,FINISHING,STEAM-01,0,Capt Packing,120.72
2025-09-08,2025-09-13,6,TX-LNN-12,Pure Linen Fabric,Linen,120gsm,B,D,downgrade,CUTTING,CUT-LINE3,1,Domestic,44.66
2025-09-30,2025-10-01,5,TX-LNN-12,Pure Linen Fabric,Linen,120gsm,A,A,Firstgrade,KNITTING,KNIT-04,1,Export,48.19
2025-04-17,2025-04-22,6,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,B,D,downgrade,CUTTING,CUT-LINE3,1,Export,67.4
2025-11-23,2025-11-25,5,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,B,B,Firstgrade,WEAVING,LOOM-A1,0,Capt Packing,225.59
2025-06-28,2025-07-03,6,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,A1,A1,Firstgrade,DYEING,DYE-JET2,0,Export,9.13
2025-12-19,2025-12-21,5,TX-CAN-40,Heavy Canvas,Canvas,400gsm,B,D,downgrade,WEAVING,LOOM-A1,1,Domestic,389.55
2025-05-08,2025-05-09,6,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,D,D,Firstgrade,FINISHING,STEAM-01,0,Domestic,82.28
2025-10-31,2025-11-01,6,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,A1,A1,Firstgrade,WEAVING,LOOM-A1,0,Domestic,115.08
2026-01-07,2026-01-11,5,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,A1,C,downgrade,WEAVING,LOOM-A1,1,Domestic,174.55
2026-01-19,2026-01-20,5,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,A,C,downgrade,WEAVING,LOOM-A1,1,Export,40.12
2025-09-16,2025-09-20,5,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,C,C,Firstgrade,FINISHING,STEAM-01,0,Domestic,36.08
2025-10-27,2025-10-31,6,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,A,A,Firstgrade,FINISHING,STEAM-01,0,Domestic,163.02
2025-04-27,2025-04-30,6,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,A1,A1,Firstgrade,WEAVING,LOOM-A1,0,Domestic,103.6
2025-04-07,2025-04-12,6,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,C,C,Firstgrade,FINISHING,STEAM-01,0,Domestic,231.01
2025-11-23,2025-11-25,6,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,C,C,Firstgrade,WEAVING,LOOM-A1,0,Export,68.84
2025-10-13,2025-10-17,6,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,D,A1,Firstgrade,CUTTING,CUT-LINE3,1,Export,56.27
2025-12-27,2025-12-28,6,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,A,A,Firstgrade,KNITTING,KNIT-04,0,Export,258.06
2025-08-05,2025-08-09,6,TX-LNN-12,Pure Linen Fabric,Linen,120gsm,A,A,Firstgrade,FINISHING,STEAM-01,1,Domestic,34.76
2025-10-05,2025-10-09,5,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,A,A,Firstgrade,CUTTING,CUT-LINE3,0,Capt Packing,10.26
2026-01-07,2026-01-08,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,C,C,Firstgrade,KNITTING,KNIT-04,0,Export,502.32
2025-09-11,2025-09-15,6,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A,A,Firstgrade,KNITTING,KNIT-04,0,Domestic,407.96
2025-09-09,2025-09-13,5,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,B,B,Firstgrade,KNITTING,KNIT-04,0,Export,84.86
2025-06-01,2025-06-05,5,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,C,D,downgrade,KNITTING,KNIT-04,1,Domestic,80.42
2025-11-20,2025-11-24,6,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,A1,A,Firstgrade,FINISHING,STEAM-01,1,Export,86.13
2025-11-24,2025-11-26,6,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,D,D,Firstgrade,CUTTING,CUT-LINE3,0,Export,84.68
2025-12-20,2025-12-25,5,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,C,C,Firstgrade,KNITTING,KNIT-04,0,Export,102.14
2026-01-02,2026-01-06,6,TX-LNN-12,Pure Linen Fabric,Linen,120gsm,D,D,Firstgrade,WEAVING,LOOM-A1,0,Export,36.24
2026-02-21,2026-02-22,5,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,A1,B,downgrade,KNITTING,KNIT-04,1,Export,187.02
2025-12-22,2025-12-25,5,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,D,D,Firstgrade,FINISHING,STEAM-01,0,Domestic,263.91
2025-09-22,2025-09-23,6,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,A1,A1,Firstgrade,CUTTING,CUT-LINE3,0,Export,68.96
2025-03-22,2025-03-24,6,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,A,A,Firstgrade,DYEING,DYE-JET2,0,Domestic,20.22
2025-10-16,2025-10-18,5,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,D,D,Firstgrade,KNITTING,KNIT-04,1,Domestic,85.29
2025-09-11,2025-09-12,5,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,A,A,Firstgrade,CUTTING,CUT-LINE3,0,Export,135.16
2025-07-08,2025-07-10,5,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,C,D,downgrade,WEAVING,LOOM-A1,1,Export,198.38
2025-05-23,2025-05-26,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A,A,Firstgrade,CUTTING,CUT-LINE3,0,Export,362.15
2025-10-03,2025-10-07,5,TX-CAN-40,Heavy Canvas,Canvas,400gsm,A,A,Firstgrade,DYEING,DYE-JET2,0,Capt Packing,415.98
2025-10-07,2025-10-10,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A,A,Firstgrade,DYEING,DYE-JET2,0,Export,432.21
2025-11-23,2025-11-27,6,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,A,A,Firstgrade,WEAVING,LOOM-A1,0,Export,176.28
2025-06-24,2025-06-27,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,C,C,Firstgrade,DYEING,DYE-JET2,0,Capt Packing,424.01
2025-12-07,2025-12-09,5,TX-SIL-60,Mulberry Silk Satin,Satin,60gsm,B,B,Firstgrade,FINISHING,STEAM-01,0,Capt Packing,11.42
2025-10-29,2025-11-01,6,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,C,C,Firstgrade,WEAVING,LOOM-A1,1,Capt Packing,19.08
2025-09-25,2025-09-29,6,TX-DNM-14,Raw Indigo Denim,Denim,14oz,D,D,Firstgrade,WEAVING,LOOM-A1,0,Export,337.01
2025-06-04,2025-06-07,5,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,C,D,downgrade,WEAVING,LOOM-A1,1,Export,92.51
2025-07-24,2025-07-27,6,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,A,A1,downgrade,CUTTING,CUT-LINE3,1,Export,43.34
2025-11-22,2025-11-25,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,B,B,Firstgrade,DYEING,DYE-JET2,0,Export,362.08
2025-12-11,2025-12-16,6,TX-CAN-40,Heavy Canvas,Canvas,400gsm,A,A,Firstgrade,FINISHING,STEAM-01,0,Domestic,562.34
2025-04-26,2025-04-27,6,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,A1,A1,Firstgrade,CUTTING,CUT-LINE3,0,Domestic,187.24
2025-04-14,2025-04-19,6,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,A1,A1,Firstgrade,FINISHING,STEAM-01,0,Domestic,116.21
2025-10-15,2025-10-20,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A,A,Firstgrade,FINISHING,STEAM-01,1,Capt Packing,471.61
2025-08-04,2025-08-09,6,TX-DNM-14,Raw Indigo Denim,Denim,14oz,B,B,Firstgrade,KNITTING,KNIT-04,0,Export,395.07
2025-07-11,2025-07-16,6,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,C,C,Firstgrade,WEAVING,LOOM-A1,0,Export,55.33
2025-07-30,2025-08-01,6,TX-DNM-14,Raw Indigo Denim,Denim,14oz,B,B,Firstgrade,KNITTING,KNIT-04,0,Capt Packing,404.16
2025-10-28,2025-10-29,5,TX-CAN-40,Heavy Canvas,Canvas,400gsm,A,A,Firstgrade,KNITTING,KNIT-04,0,Export,532.7
2026-02-18,2026-02-23,5,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,B,B,Firstgrade,DYEING,DYE-JET2,0,Domestic,66.46
2025-07-04,2025-07-05,5,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,B,D,downgrade,DYEING,DYE-JET2,1,Domestic,162.41
2025-10-23,2025-10-26,6,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,A1,A,Firstgrade,WEAVING,LOOM-A1,1,Export,276.83
2025-09-04,2025-09-07,6,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,D,D,Firstgrade,FINISHING,STEAM-01,0,Domestic,69.11
2025-08-06,2025-08-10,5,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,C,D,downgrade,WEAVING,LOOM-A1,1,Capt Packing,186.54
2025-02-20,2025-02-25,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A,A,Firstgrade,DYEING,DYE-JET2,0,Domestic,457.31
2025-09-17,2025-09-21,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A1,A1,Firstgrade,WEAVING,LOOM-A1,0,Domestic,671.85
2026-02-19,2026-02-21,5,TX-CAN-40,Heavy Canvas,Canvas,400gsm,D,D,Firstgrade,CUTTING,CUT-LINE3,0,Export,381.34
2025-08-03,2025-08-05,5,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,B,B,Firstgrade,FINISHING,STEAM-01,0,Export,105.49
2025-11-27,2025-11-30,5,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,A1,A1,Firstgrade,KNITTING,KNIT-04,0,Domestic,137.08
2025-12-16,2025-12-19,6,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A,A,Firstgrade,FINISHING,STEAM-01,0,Export,469.46
2025-11-30,2025-12-04,5,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,A1,A1,Firstgrade,DYEING,DYE-JET2,1,Domestic,120.1
2025-08-25,2025-08-28,5,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,A1,A1,Firstgrade,FINISHING,STEAM-01,0,Export,15.83
2025-07-14,2025-07-16,5,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,A,D,downgrade,KNITTING,KNIT-04,1,Capt Packing,84.63
2025-08-02,2025-08-03,5,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,B,D,downgrade,CUTTING,CUT-LINE3,1,Domestic,154.09
2025-06-29,2025-07-03,6,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,B,B,Firstgrade,CUTTING,CUT-LINE3,0,Capt Packing,251.79
2025-06-27,2025-06-29,6,TX-DNM-14,Raw Indigo Denim,Denim,14oz,C,C,Firstgrade,DYEING,DYE-JET2,1,Export,459.86
2025-03-21,2025-03-24,5,TX-CAN-40,Heavy Canvas,Canvas,400gsm,A,A,Firstgrade,FINISHING,STEAM-01,0,Export,495.43
2025-07-23,2025-07-26,6,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,D,D,Firstgrade,WEAVING,LOOM-A1,0,Export,124.68
2025-06-27,2025-06-29,5,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,B,D,downgrade,FINISHING,STEAM-01,1,Domestic,21.87
2025-05-27,2025-05-31,6,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,C,C,Firstgrade,KNITTING,KNIT-04,0,Export,139.82
2025-09-18,2025-09-20,6,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,A,A1,downgrade,WEAVING,LOOM-A1,1,Domestic,35.26
2025-03-09,2025-03-14,5,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,C,C,Firstgrade,WEAVING,LOOM-A1,1,Domestic,71.04
2025-03-11,2025-03-15,6,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,B,C,downgrade,FINISHING,STEAM-01,1,Domestic,75.41
2025-08-24,2025-08-27,5,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,B,A,Firstgrade,WEAVING,LOOM-A1,1,Export,94.23
2025-08-29,2025-09-02,5,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,A1,A1,Firstgrade,KNITTING,KNIT-04,0,Export,87.63
2025-07-07,2025-07-08,6,TX-SIL-60,Mulberry Silk Satin,Satin,60gsm,C,C,Firstgrade,WEAVING,LOOM-A1,0,Domestic,12.45
2025-05-05,2025-05-09,6,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,A1,A1,Firstgrade,DYEING,DYE-JET2,0,Domestic,8.52
2025-08-27,2025-08-31,5,TX-LNN-12,Pure Linen Fabric,Linen,120gsm,A,A1,downgrade,FINISHING,STEAM-01,1,Domestic,47.44
2025-10-16,2025-10-19,5,TX-CAN-40,Heavy Canvas,Canvas,400gsm,B,B,Firstgrade,WEAVING,LOOM-A1,0,Domestic,694.51
2025-09-21,2025-09-24,5,TX-LNN-12,Pure Linen Fabric,Linen,120gsm,C,C,Firstgrade,CUTTING,CUT-LINE3,0,Domestic,38.6
2025-11-09,2025-11-11,5,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,B,B,Firstgrade,CUTTING,CUT-LINE3,0,Export,21.84
2025-10-24,2025-10-25,6,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,B,B,Firstgrade,CUTTING,CUT-LINE3,0,Capt Packing,87.66
2025-12-25,2025-12-29,5,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,A1,D,downgrade,FINISHING,STEAM-01,1,Export,102.93
2025-11-17,2025-11-21,6,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A,A,Firstgrade,DYEING,DYE-JET2,0,Domestic,279.42
2025-10-01,2025-10-06,5,TX-CAN-40,Heavy Canvas,Canvas,400gsm,A,A,Firstgrade,FINISHING,STEAM-01,0,Capt Packing,491.56
2025-08-23,2025-08-26,6,TX-DNM-14,Raw Indigo Denim,Denim,14oz,B,B,Firstgrade,KNITTING,KNIT-04,0,Export,352.7
2025-07-25,2025-07-27,5,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,A1,C,downgrade,FINISHING,STEAM-01,1,Domestic,61.96
2025-09-05,2025-09-10,6,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,B,C,downgrade,FINISHING,STEAM-01,1,Domestic,145.74
2025-04-26,2025-04-27,5,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,A,A1,downgrade,FINISHING,STEAM-01,1,Export,81.73
2025-11-18,2025-11-22,6,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,A1,A1,Firstgrade,KNITTING,KNIT-04,0,Export,207.39
2026-01-08,2026-01-11,6,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,B,B,Firstgrade,KNITTING,KNIT-04,1,Domestic,68.27
2025-12-21,2025-12-22,6,TX-DNM-14,Raw Indigo Denim,Denim,14oz,B,D,downgrade,KNITTING,KNIT-04,1,Export,391.19
2025-07-14,2025-07-16,5,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,A1,D,downgrade,WEAVING,LOOM-A1,1,Capt Packing,170.98
2025-08-15,2025-08-20,6,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,B,B,Firstgrade,WEAVING,LOOM-A1,0,Capt Packing,61.23
2025-09-29,2025-10-02,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A1,B,downgrade,WEAVING,LOOM-A1,1,Export,521.47
2025-09-13,2025-09-16,5,TX-CAN-40,Heavy Canvas,Canvas,400gsm,A,A,Firstgrade,KNITTING,KNIT-04,0,Export,525.58
2025-04-26,2025-04-30,5,TX-CAN-40,Heavy Canvas,Canvas,400gsm,B,B,Firstgrade,FINISHING,STEAM-01,0,Domestic,441.4
2026-02-17,2026-02-21,5,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,A,A,Firstgrade,DYEING,DYE-JET2,0,Export,24.85
2025-05-03,2025-05-04,5,TX-LNN-12,Pure Linen Fabric,Linen,120gsm,B,C,downgrade,FINISHING,STEAM-01,1,Export,49.46
2025-08-24,2025-08-28,5,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,B,B,Firstgrade,FINISHING,STEAM-01,0,Export,198.45
2026-01-19,2026-01-23,6,TX-LNN-12,Pure Linen Fabric,Linen,120gsm,B,B,Firstgrade,FINISHING,STEAM-01,0,Domestic,61.14
2025-12-14,2025-12-18,5,TX-CAN-40,Heavy Canvas,Canvas,400gsm,A,A,Firstgrade,KNITTING,KNIT-04,0,Capt Packing,590.12
2025-07-14,2025-07-15,5,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,A,A,Firstgrade,FINISHING,STEAM-01,0,Export,128.09
2026-01-06,2026-01-10,6,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,A1,A1,Firstgrade,WEAVING,LOOM-A1,0,Domestic,187.01
2026-02-22,2026-02-23,6,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,B,D,downgrade,FINISHING,STEAM-01,1,Capt Packing,17.97
2026-03-10,2026-03-13,6,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,B,A,Firstgrade,DYEING,DYE-JET2,1,Export,109.29
2025-09-03,2025-09-08,6,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,A,A,Firstgrade,CUTTING,CUT-LINE3,1,Domestic,81.02
2025-07-22,2025-07-24,6,TX-CAN-40,Heavy Canvas,Canvas,400gsm,A,C,downgrade,WEAVING,LOOM-A1,1,Capt Packing,708.0
2025-04-09,2025-04-10,6,TX-DNM-14,Raw Indigo Denim,Denim,14oz,B,B,Firstgrade,FINISHING,STEAM-01,0,Capt Packing,405.92
2025-05-14,2025-05-15,6,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,A,A,Firstgrade,KNITTING,KNIT-04,1,Export,20.58
2025-11-20,2025-11-24,5,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,D,D,Firstgrade,FINISHING,STEAM-01,1,Export,136.69
2025-06-30,2025-07-05,5,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,B,C,downgrade,FINISHING,STEAM-01,1,Domestic,30.52
2025-12-19,2025-12-23,6,TX-CAN-40,Heavy Canvas,Canvas,400gsm,B,D,downgrade,CUTTING,CUT-LINE3,1,Export,519.34
2025-10-07,2025-10-09,6,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,B,B,Firstgrade,KNITTING,KNIT-04,0,Export,253.32
2025-04-18,2025-04-21,5,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,B,B,Firstgrade,WEAVING,LOOM-A1,0,Domestic,124.41
2025-06-13,2025-06-18,5,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,D,D,Firstgrade,FINISHING,STEAM-01,0,Capt Packing,58.22
2025-10-19,2025-10-23,5,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,B,B,Firstgrade,DYEING,DYE-JET2,1,Capt Packing,172.51
2025-06-13,2025-06-17,5,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,C,C,Firstgrade,WEAVING,LOOM-A1,0,Domestic,24.8
2025-10-16,2025-10-21,5,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,A1,D,downgrade,DYEING,DYE-JET2,1,Export,119.34
2025-12-23,2025-12-26,5,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,A1,C,downgrade,FINISHING,STEAM-01,1,Domestic,202.35
2025-09-20,2025-09-24,5,TX-CAN-40,Heavy Canvas,Canvas,400gsm,A1,A1,Firstgrade,WEAVING,LOOM-A1,0,Export,426.95
2025-07-31,2025-08-02,6,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,A1,A1,Firstgrade,CUTTING,CUT-LINE3,0,Export,120.31
2025-08-12,2025-08-14,6,TX-SIL-60,Mulberry Silk Satin,Satin,60gsm,C,C,Firstgrade,CUTTING,CUT-LINE3,0,Export,15.12
2025-12-25,2025-12-27,5,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,B,B,Firstgrade,FINISHING,STEAM-01,0,Capt Packing,85.41
2025-05-12,2025-05-17,6,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,D,D,Firstgrade,DYEING,DYE-JET2,0,Export,98.41
2025-07-12,2025-07-16,5,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,A,B,downgrade,WEAVING,LOOM-A1,1,Export,83.37
2025-10-08,2025-10-09,6,TX-CAN-40,Heavy Canvas,Canvas,400gsm,B,B,Firstgrade,DYEING,DYE-JET2,0,Export,569.36
2025-09-17,2025-09-21,6,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,D,D,Firstgrade,FINISHING,STEAM-01,0,Export,222.55
2025-06-13,2025-06-14,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A,A,Firstgrade,KNITTING,KNIT-04,0,Capt Packing,612.3
2025-11-10,2025-11-13,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A,A,Firstgrade,FINISHING,STEAM-01,0,Export,495.15
